unit1_txt	unit2_txt	dir	rel_type	orig_label	label
What are we really trying to accomplish ?	Is is possible , and even thinkable and discussable , that the critics may have some valid points ?	1>2	unknown	solutionhood	query
A couple of answers have said or implied that we all have our own quite different concerns	but that does n't get us anywhere .	1>2	unknown	concession	concession
A couple of answers have said or implied that we all have our own quite different concerns	so there ca n't be any common thread ,	1<2	unknown	nonvolitional-result	causal
but that does n't get us anywhere .	Surely STS as a whole should have more coherence than would be evident in the collection of individual interests .	1>2	unknown	antithesis	contrast
What are we really trying to accomplish ?	Surely STS as a whole should have more coherence than would be evident in the collection of individual interests .	1<2	unknown	elaboration	elaboration
Surely STS as a whole should have more coherence than would be evident in the collection of individual interests .	( Would anyone say that chemistry , for example , lacks underlying structures and goals because one chemist is interested in the combustion products of gasoline , and another in the arrangement in space of the atoms in some plastic , and still another in more efficient extraction of copper from ore ? )	1<2	unknown	evidence	explanation
Certainly , they have convinced a lot of people ,	and , whether they are right or wrong , our whining and moaning will not do much for us .	1>2	unknown	concession	concession
Is is possible , and even thinkable and discussable , that the critics may have some valid points ?	and , whether they are right or wrong , our whining and moaning will not do much for us .	1<2	unknown	evidence	explanation
and , whether they are right or wrong , our whining and moaning will not do much for us .	Nor can we go back to where we were some years ago , in quiet obscurity .	1<2	unknown	nonvolitional-result	causal
Nor can we go back to where we were some years ago , in quiet obscurity .	The cat ( i.e. , STS ) is out of the bag .	1<2	unknown	evidence	explanation
Because of the critics ,	a lot of people have become aware that we exist	1>2	unknown	volitional-cause	causal
a lot of people have become aware that we exist	and that maybe they should pay STS some attention , not necessarily favorable .	1>2	unknown	volitional-cause	causal
The cat ( i.e. , STS ) is out of the bag .	and that maybe they should pay STS some attention , not necessarily favorable .	1<2	unknown	elaboration	elaboration
Is is possible , and even thinkable and discussable , that the critics may have some valid points ?	Is " Cheers " the right signoff after a message like this ?	1<2	unknown	interpretation	comment
Bill Lynch writes :	> Although I suppose I am a " constructivist " in my theory of knowledge and > social theory , I am not a relativist , methodological or otherwise . I do n't > know why these are always linked . BUT , why would relativism count against > academic freedom ? Would n't the most obvious political implication be a > concern with expanded , more effective academic freedom as against allegedly > free but in fact coercive institutions ?	1>2	unknown	preparation	organization
> Although I suppose I am a " constructivist " in my theory of knowledge and > social theory , I am not a relativist , methodological or otherwise . I do n't > know why these are always linked . BUT , why would relativism count against > academic freedom ? Would n't the most obvious political implication be a > concern with expanded , more effective academic freedom as against allegedly > free but in fact coercive institutions ?	but in fact it need not be , and often is n't .	1>2	unknown	antithesis	contrast
This would seem to be the natural conclusion ,	but in fact it need not be , and often is n't .	1>2	unknown	concession	concession
